label,evaluation
1,颜色不错 穿上很舒服 大小合适 面料不错
1,裤子很好穿，有弹性，就是有点薄，秋天合适。
1,实物牛仔面料还好，微弹，牛仔面料已洗过水比较舒适，没有什么异味，本人感觉这个价格比较贴合买家，希望店家多出好款式！
1,"裤子效果很好!，颜色没有差别, 图片跟实物无差别    质量也很好， 穿着也舒服还会再来的,"
0,写着有送皮带的都没有送
1,下次还会购买，客服推荐的尺码刚刚好，真心不错。
1,宝贝不错的，穿着舒适，5分！
0,质量一般，京东现在没有以前靠谱了。
1,还不错，摸起来蛮舒服的，质感还可以
1,裤子版型不错，面料手感很好，穿着挺合身的
1,买的第二条了，速度很快，质量也行，
1,质量真的不错，款式做工都还不错，是正品，还会再来光顾的。
1,裤子不错，就是现在肚子又点大32的腰穿起来有点紧了！
1,衣服纯棉，质量不错，喜欢，一直没来评价，这次有时间了过来上几张图。下次还来。价格也合适。
1,裤子质量很好，店家推荐尺码很合适。我男朋友穿着很合适很帅气。推荐大家购买哦
1,应该说还不错。 货比我想像中要好！
0,***送来就降价 不开心 本来是***三件买的
1,物流真的很快，一下子就到了，而且裤子质量也不错，收到了看到很开心，下次还会光顾，我还是很喜欢这家店的，每次买他家的都很满意。
1,裤子质量很好，款式也不错，价格实惠
0,太没有诚信了 发票就是不给快递呢 都等俩月了吧
1,东西收到了，质量好，料子不错，穿的非常舒服。
1,这裤子无敌了。穿的我舒服的不要不要的。下次继续过来买。
0,太大了，东西也不好，我退货
0,一般般！质量还行
1,东西很好，质量也不错，快递很快，服务态度也很好，我非常满意！
1,裤子收到啦，物流很快，看着裤子挺满意的，穿一段时间看看质量怎么样，客服推荐的很合适，满意的一次购物
0,裤子买小了，换货是真麻烦，店家不给我地址，现在还没换呢，垃圾
0,这家裤子确实是旧的！！！！！刚到就好脏！！！一看就是别人穿过得！本来想换的要自己出运费！尺码也不准！索性不换了！不要了！我之前就有看网评说是旧货！果不其然！
1,款式高档面料好做工精细质量不错
1,样式很好的，裤子不错，款式很喜欢
1,非常好，质量非常不错，很喜欢，卖家服务很好，发货物流都很给力
0,质量不好 才穿一个星期就开口了
1,裤子质量不错，穿身上刚好合身，一次满意的购物
1,一直穿的牌子 值得拥有 不错不错
0,感觉不是专卖店的，质感布料不好，跟摊位的差不多
1,说实话对裤子本身我还是满意的，唯一不足的是我感觉它厚度也就是适中款，没有自己在实体店试的薄，不过价格实惠没商量，性价比高，再有就是，虽然我对牌子不是很在意，我看中牌子主要就是选择质量与舒适度，但是有点儿小郁闷的是～～～～～～
1,质量很好，做工细致，牌子货就是不一样。
1,物流特别快！！！裤子质量很好，买给朋友的，他很喜欢，有需要会再来的。
1,裤子质量不错，穿着很舒服，客服服务态度也好，物流也快，给满分。
0,假货……假货……假货……假货……假货……假货……假货……假货……
1,牌子，做工与质量不比其他品牌差。当作家居服，舒爽透气。
1,裤子质量很好，大小合适，款式不错
1,裤子很好，而且很修身，非常的喜欢，没有色差，和图片上一样样，非常满意的一次网购，下次还来这家店买，客服服务也很周到，耐心的讲解，总之全5分，！！！
0,裤子不错，但是活动说的两条送皮带，皮带呢？
1,面料不错，穿上很舒服，质量不错
1,质量不错 款式新颖 大小合适 继续关注
1,货收到。手感不错。做工精细。至于质量穿一段时间看看。大体上不错。
1,牛仔裤质量很好，面料柔软舒服，穿起来大小刚刚好
1,我弟弟就喜欢穿牛仔裤，给他买的这个。他很喜欢，说穿上很舒服。反正我觉得他上身效果挺好的，照片看的也很青春活力。顺丰快递也很给力，他在东北上学，这几天好像天气转凉怕他没有的换洗，没想到那么快就到了。
1,裤子穿着正合适，值这个价钱，别人看了也觉得好，下次再来
1,裤子收到了，就是物流有点慢可能受雾霾的影响，样子跟图片个相符，尺码正常，就是不太适合腿粗的人穿
1,真是好东东。质量很好. 不错.卖家发货挺快的
1,宝贝很不错的呢！款式很新颖，我很喜欢，物超所值的呢！赞一个满分哦！下次还会来的！
1,款式颜色很好，穿着舒服合身，做工质量面料很好，价格合理
1,还不错，跟实体店买的差不多 ，价格优惠了不少
1,超级喜欢的裤子，做工精致上身舒服还显瘦，同事们都说我买的很超值
1,面料款式不错，质量不错，舒适，满意
1,东西和宣传图片一致 已介绍给朋友 下次有优惠还来
0,第一次买花花公子的裤子，没想到布料那么差，不紧没弹性还特别粘毛，和海澜之家的没法比
0,裤子跟图片效果不一样
0,非常差，和图不对！
0,重发的裤子比我开始买的不一样，质量差多了。
1,质量不错 版型好看 穿上很舒服
1,很好，老公很喜欢，就是有点儿大。
1,面料不错，款式很喜欢，穿上很舒服
1,裤子很不错 合身 质量也好 快递速度蛮快的隔天到 包装也精致 穿起来舒舒服服的 老帅了
1,裤子非常好看！布料也挺好的，摸上去很舒服，尺码刚刚合适，显腿长～总之我超级满意这次购物！???!(????)??
1,颜色很正，质量很好，面料很舒服，夏天也不会觉得很热，洗了也不掉色。
0,我靠好像是旧的还有点脏下次再也不来了
1,质量没得说，裤子很舒服！！这个价位太值了！包装很好~~发货也很快~~非常好的宝贝~~ 客服态度超好~~下次还会来的~~
1,正装裤子，穿上很时尚，有弹性，朋友看了都喜欢
1,老公胖了之后就没有裤子穿了 这条算是比较修身的 一穿腿细细的 不过穿上不是很平整 但是质量跟颜色都是棒棒的 包装也很不错哦 喜欢这个品牌
1,衣服大小合适，面料柔和，穿上后给人一种惊艳的感觉，一点也不臃肿，总之满意十足
1,.穿上很舒服..样式好看..颜色不错做工精致
1,值得拥有，一直都买这个牌子的
1,质量不错，料子柔软，大小合适
1,衣服不错，天凉一些的时候就可以穿啦
0,拍下时是加厚的，裤子送来的是薄款，商家服务态度差，以后不会再帮衬花花公子了
1,宝贝收到了，裤子摸起来软软的，质量很好，颜色选的很好看，这是送给朋友的，朋友看见一定会喜欢的，非常感谢？
1,衣服挺好，快递挺快，好评！！！
0,我要的明明不是这个款？？ R？
1,同时买了两条不同颜色的。刚到货马上拆开试了，很合身 ，面料手工都不错，非常满意的一次购物。超赞！
1,多次购买了，每次都没有失望，尺码标准，做工质量都好，一点也不比在专卖店买的差
0,很不爽，裤子刚到试穿钮扣即然掉出来
0,物流慢，而且还发错颜色，表示很不满
1,良心话，这件裤子真的是太好了。
1,试穿上可以，手感也不错，没洗呢就是不知道退色严重不
1,东西很好，质量也好。只是穿着有些瘦，凑合穿吧懒得换了。
1,宝贝一收到包装完好产品质量挺好很不错的一次网购下次还买很完美
1,最近衣服买了两件，一件黑色的，一件是白色的，然后这两件衣服都是在型号上，都是偏大，他的l号都是从1米75开始的
1,质量不错。颜色也挺喜欢的。尺寸合适
1,很好很舒服很好很舒服很好很舒服
1,这条裤子找了好久，一直在犹豫怕质量不好，担心掉色，买回来后发现我多虑了，质量非常好，穿着也很柔软，男朋友很喜欢哦，喜欢的赶快下单带回家吧。
1,裤子收到了，感觉挺不错的，材质也很好，很不错的一次购物体验，很好！
1,还可以，很合身，十分满意，喜欢的可以下单了，
0,质量差，描述不相符
1,裤子很舒适，和衣服搭配很适合！
1,质量非常好，面料摸起来很柔软，与卖家描述的完全一致，不错哦，老公穿这很好看
1,没看，买大了一号，懒得换了，不过衣服还可以
1,质量很好，舒服，尺寸大小合适，和卖家描述相符，发货快，满意。
0,5月20日时一次满368元，说送皮带，没送来。衣服还是满意。
1,是喜欢的款，做工精细，质量不错，面料也很好
1,第二次购买啦！上次买的那一条，质量很好。现在收到货了，质量还是一如既往的好。这种裤子蛮有弹性的，是买给老公上班可以替换穿的。这一家的码数不偏差，老公穿的很舒适，才叫我回来在这一家在过买的。
1,非常舒适！ 做工面料很好！ 穿着舒适 尺码正好，和平时穿的尺码一样 服务很好，咨询客服很耐心，推荐尺码也很准确！
1,30多元的衣服，感觉还不错。一下买了2件。
0,不好，不舒服，腿都磨坏了
1,穿着挺舒服的 还可以的 正穿着呢 希望能穿长久 服务也不错 值得购买
1,裤子看起来还不错，但有点褪色
1,宝贝收到了，质量不错，料子非常好，穿在身上非常舒服，款式也非常好看，物流也很给力.
1,裤子的质量非常好，摸上去很舒服，穿上去感觉很棒，也没有色差，卖家的态度也很棒，总之就是好好好！以后还会继续光顾的。
1,尺码正合适，穿着很舒服，款式也很漂亮
1,物流迅速。衣服质量不错，面料手感好，尺码标准，穿了合身，价格实惠，总体满意，服务态度好，好评
1,裤子的质量很好，老公说穿着也舒服码数正，以后有需要还会来，祝店家大卖！
1,裤子很好看 弹性也不错 穿着很舒适
1,裤子质量不错，料子很柔和，穿着特别舒服，洗了也没有掉色，下次还会再来！
1,期盼之中，终于等到了心爱的东东，谢谢！
1,衣服是帮朋友买的~朋友挺高兴的~说质量很好，叫我还要买几件！大爱~所以好评好评好评
1,物品已经收到了，穿着很舒服，质量也很不错，跟商家叙述的完全一样，设计款式风格我也很喜欢，店铺已经收藏好了，期待下次有新款服装上市！！！！！！
1,好不好？我在近两年中买这一家的牛仔裤已经近十条了！
1,班尼路 很不错 最近买的体恤 都在这里买的
1,裤子质量不错，男朋友穿上很帅气
0,材料不好 穿了几天就露个洞
1,一次买两条，第三次买了，就买他家的，质量不错！
1,衣服面料挺不错的。没有色差，很满意。
1,有点薄，穿起来能看到肉的感觉，打底还可以
1,发货很快，颜色、质地很好，样式漂亮，喜欢还会光顾的。
1,裤子很不错，买的时候有点犹豫反反复复好几天终于下定决心，回来后太惊喜了和在专卖店里买的一样，还便宜还好看，以后就认准这家了，我太喜欢了
0,垃圾裤子，说好的弹力舒适，穿起来紧梆梆的，差评了，大家最好别买！
1,哈哈，宝贝很不错的，无色差，质量特别好，价格便宜，发货快，满意
1,衣服很好，穿上很舒服，质量也很好。
1,面料很软，摸着很舒服。大小也合适，颜色很正，很棒下次还可以来
1,裤性很好啊，而且穿起来非常舒适，总体来说非常满意，比外面卖的好多了，喜欢的小伙伴不要错过哦
0,有褪色，一般
0,大了让换各种理由拒绝。
1,老公穿起来真好看，大小刚刚好，这个价钱真划算，质量也很好，朋友让我再帮他们买，喜欢就赶快买吧，真的很好
1,很不错，买的很划算，价格质量合适
1,我很满意，质量很好，做工也不错
1,已经第二次买他家的裤子了，质量一如既往的好，下次还会继续关注！
1,穿了几年了，花花公子的牛子裤质量好，版型顺直，不绷紧，穿上舒服~赞
1,货还行，快递员有点缺，觉得自己不来呆
1,牛仔裤很不错，有弹力，也很修身 。满意。
1,布料很好，很有手感，物流给力，赞赞赞~~~
0,给的码数参考完全货不对板，算了，懒得换货，当买个教训
1,不错 面料好 质量好 款式新
1,质量还行，价格便宜，送货还是比较快
1,很不错哦，就是中转速度磨叽死了！
1,布料舒适，收到货之后就迫不及待打开看看，裤子不会有刺刺的感觉，很顺滑，哈哈，喜欢这种布料～斜纹的，也挺潮的～大方得体，适合工作时穿～不错不错???
1,衣服不错，质量很好，穿起来感觉很舒服。
0,收到上面全是毛，京东真牛逼，二手货也卖
1,穿上还可以，就是有点透，尤其白色的。质量还可以
1,料子非常好，好看，修身款。穿上去非常好看，价格便宜。快递态度非常好，很敬业，服务态度也非常好。大小合适。
0,拉 及 卖家，卖jia冒产品，衣服上挂的品牌和自己卖的品牌不同，我已经申请专业打jia，没想到京东商城也有jia货！
1,裤子太好了 穿着特别修身 质量不错 穿着很舒服 客服态度好 物流也快 很棒的一次购物 还会再来
1,15年购同一品牌牛仔裤两条，这次又是两条，感觉这次比上次的产品质量更加好，无论从做工还是用料都是越来越讲究，一次开心的购物！
1,宝贝收到了，实物很不错，质量做工都挺好的，面料很舒服，大小也正合适，性价比不错，老板服务也很贴心，满意的购物！
0,吗得，图片与实物不符，丑的一必
0,垃圾水货，脱水得像墨水，建议大家不要买，这质量跟地摊货一样的
1,质量很好，促销给力，值得推荐
1,给哥哥买的生日礼物，已经是上班族的哥哥收到裤子时吓了一跳，说很惊喜，裤子质量很好，很时尚，很适合他，穿起来很舒服，还不掉色，夸我眼光好。而且物流好快。真的很出乎我意料！下次送男生礼物就认准你们家啦。哈哈哈！
1,裤子很合适，妈妈再也不用担心我没裤子穿啊，物流好快，两天时间就到了谢谢卖家，还会继续支持
1,拿到宝贝给朋友看了，朋友说很不错叫我给他买一条，我今天就下单了
0,差劲差劲差劲差劲差劲差劲差劲差劲
1,收到的时候，打开看了看，质量很好，无色差，我很喜欢，喜欢的朋友多多支持，真心不错，
1,裤子收到了，质量很好.穿着舒服大小合适，做工精细，不错的一款裤子价钱合理，卖家服务态度好，物流超快，非常愉快的购物.喜欢，以后我会多来看看。
1,外套质量没的说，穿上很舒服，也很贴身，大小合适，衣服做工很精细！很满意这款衣服，五分好评！！！
1,宝贝质量非常不错做工也很精细价位也不高可以说是物美价廉穿起来也很美观朋友们都说超值客服服务也很到位以后还会光顾你们这个店的
0,质量很一般，有线头，有褶痕，和地摊货差不多，真叫人无语啦，给差差差差差差差差........评
1,质量不错，很满意，样式也很好。与描述的一样
1,牛仔裤还行就是有点厚，和休闲裤一起买的，估计是仓底货吧，秋冬穿还行，休闲裤皱得那叫一个难看
1,裤子收到了，发货很快。裤子质量不错，穿起来很直。厚度适中。颜色也很好搭，上班穿很不错。
1,裤脚长，需要拿出去改短，总体还可以吧。
0,差评，再也不买啦，料子太差了
1,裤子是不错的，但是大小不合适，我明明仔细对比过各种参数，这个裤子的码数偏小1个号。
0,真能坑人，着是修身的裤子？还小脚的，我也是无语了，买的套装，衣服也肥了，你家客服可能也病的不轻，瞎配大小码？
1,真的挺不错的，快递也挺快的，重点是裤子质量不错，这个价钱能买到绝对是物美价廉，去店里都得好几百，真心不错喜欢
1,衣服可以，领上商标那块太大了
1,裤子真心不贵，还送了袜子，质量超级好的，款型又好看，赚了赚了。卖家客服态度很好哦   而且物流也好快，超级快就收到货了，不错不错！推荐推荐！
1,不错，很有弹性很舒服，这个价钱很值
1,东西收到了，非常不错，卖家推荐的号也非常准确
1,舒适、简单、大方，品牌值得信赖。
1,裤子 很好 颜色 质量 都好 物流也很快的
1,物流特别快 收到第一件事就是看看裤子的质量 果然和想象中的一样 特别棒 大小合适男朋友穿上很好 真的没有选错 我特别满意 大家不要犹豫快来购买吧
1,给自己买的，东西不错，直接好评，还有红包哦！
1,宝贝收到了，我都穿过了，穿着舒服，质量也很好，没话说，太好了，我很喜欢，还要打算给我老爸买一件。好东西就是好东西。我相信你们，花花公子，我买了跟多东西。
1,亲，衣服收到了挺不错的，比我想想的好，适合现在的季节，可以穿两个月左右，挺开心的重要的裤子质量也不错，大家喜欢放心购物
1,宝贝穿起来舒服，客服好，价格实惠，满意的一次购物，值得推荐！
0,衣服还可以，不过选的这家物流我真无语，货不给我送到地方不说，弄个存放点，第二天去取还跟我收费，申通快递去特么的
1,裤子的质量还不错哦！款式也挺好看的，颜色搭配衣服也很好搭。
1,快递很快，卖家服务热情，裤子质量很好哦，拍的薄款夏天穿太合适了
1,老公很喜欢衣服不错，质量很好，很满意
0,今天才拿到货，打开裤子有开线！让我很失望！
1,质量不错，没有色差，做工精细，尺码标准，面料摸着不错，穿着特别舒服，好评
1,衣服一如既往的好～已经是购买好几次啦，每一次购物都特别舒心～好东西要大家一起分享，喜欢的小伙伴们快快下手吧～
1,快乐挺快的，隔天就到了，裤子质量也不错，防伪查询为真品
1,这次京东网购是一次受气的网购，垃圾客服，我不信有理说不清了。已经被开封的二手货卖给我，还说不是质量问题退货快递费我承担。开玩笑二手货你卖不卖得出给我屁事，我买的是全新的，气死人了。大伙都看看图，气死人了
1,非常满意的一次购物，和图片上的一样，没有色差。不到一百块钱买了两条，收到货马上给孩子试穿，儿子穿上很帅气，洗了也没有褪色，非常好。下次还会再来的。
1,还没有穿，看着还好吧，是自己喜欢的款式，用来打底不错
1,裤子时尚，颜色也大方，质量不错，下次买还来。
0,衣服穿了两天就破了，真差
1,衣服质感很不错，穿着朋友说挺帅气！最重要的宝贝非常实惠，出乎意料，各种惊喜，多谢卖家友善的服务，还会再次光顾！哈哈。
1,宝贝收到了 摸上去手感不错 好评 物美价廉 喜欢的赶快下手哦
1,很棒，很棒，很棒，重要的事说三遍。质量不错，物美价廉，好评好评
1,不错，不错。大小合适，一次买了四件，之前买过三件，买的看清对码，比常规偏大，对着码表基本还是没问题的，很好
1,做工精细穿起来很舒服，质量很好，卖家服务好，不错的一次够物哟！
1,手感不错，材料也很好，总之这个价格算是很值得。
0,说实话，很差，感觉那么多好评有点假，这裤子要是在现实中50快我都不一定会买，想退货又想着双十一还是算了，差，差
1,裤子质量还有版型都挺不错的，穿在身上也蛮舒服的，大小也是很合身的，下次再买的话还来你这家
1,裤子还是相当不错，以前没有穿过这种有弹性的裤子
0,怎么我买了两条一模一样的裤子，一个大一个小呢？？？
1,价格便宜，质量也不错，物流也快，没得说好评必须滴
1,裤子很修身。穿起来，感觉挺好的，轻柔软的。面料很柔软。很有弹性。强烈安利一下。
1,衣衣收到了！质量做工都很棒！面料很不错，适合秋季穿，时尚潮流又个性十足！喜欢的亲们，放心购买
0,太骗人了，实物与图片差距太大
1,面料舒服，价格实惠，多次购买从京东购买东西，相信京东！！！！！！！！！！
1,裤子收到了，质量不错，很满意。想买的快点下单了
1,宝贝挺好的，没有色差，做工精致
1,这是第二次购买了。去年买了一条，质量杠杠的，穿了一年还没坏，旧了，准备当工作裤了。所以这次一次性买了两条，喜欢就买吧!
1,满意 特别好纯棉的布料很喜欢
1,"宝贝收到了，物流真快，包装精细，质量真心不错！质地柔软,版型超正，真正的物美价廉和店铺的一样，给五颗星"
1,裤子质量很好，裤型不错，而且穿起来显瘦，性比价高，是我喜欢的布料，不起球，值得购买，
1,这款裤子就耐看，咋看都喜欢。而且质量也不赖，关键也不掉色，值得购买！
1,洗了一次，几乎没有掉色，性价比很高的一条裤子。感谢卖家。
0,没有收到货！骗子商家，草你全家，拿钱去买棺材。草！发信息不回！垃圾！双十一买的，半个月还在发货，一个月之后显示已签收，签麻痹，你祖宗从坟里里爬出来签收的，大家不要上当。
1,牛仔裤有弹性，上身效果非常好，质量不错，值得推荐！
1,裤子穿起来很舒服 样式也非常好看 大小也合适 很好的东西
1,裤子质量不错 大小合适 做工精细 客服很热情
1,一分价钱一分货，白色感觉都快透明了，太薄
1,裤子质量很好，面料摸起来很舒服，做工精细，和店家描述的完全一样，物有所值，棒棒哒！
1,挺好的，尺寸也比较合身，质量很好
0,贺到什么地方了，怎么这么慢
1,裤子很好，质量没的说。客服推荐的码正好。也与图片相符合，非常愉快的一次购物？还会再次光临的。
1,满分，裤子很合身，店家推荐的尺码很好
1,物流很快，裤子 颜色很正，穿着也很舒服，朋友都说太值了，好的没得说。
1,挺不错的就是腿有点粗，哎，减肥
0,货不对版，手工差，裤型偏小
1,收到货了，快递不错，裤子尺寸很准，手感也不错，边角处理也很好，而且相对市场也很便宜
0,哎哎哎差垃圾要死
1,质量很好，面料很好，穿上很舒服，大小合适，相当理想，关注好几天才买的
1,裤子质量很好，版型很漂亮，面料舒服，穿着正合适，客服态度很好，你值得拥有，好评！
1,裤子色泽很好，码数合适，做工和材质都棒棒哒，物流快服务态度好。。
1,质量很好，不褪色，客服帮我推荐的尺码，很合适，非常开心
0,差评，提交订单的时候选择了开个人纸质发票的，卖家就不提供，联系客服无果
1,帮同事买的，同事点的菜，还行。
1,下单之前挺担心的，怕买到不好的，收到货后放心了，裤子挺喜欢的！
1,质量好，做工精细，款式新，穿着舒服，非常满意
1,外表跟图片不太像，而且号码偏大一些，穿着宽松而且裤腿不是很长，除了穿着暖和外还凑合吧，可能我个人试着不太合适
1,宝贝已经收到了，帮老公买的，有点肥，不过还可以，就这样穿了吧！肥了扎个腰带挺好看
1,裤子很好看，穿上也很合身，店家服务态度超级好耶，物流也还算差强人意，下次还会再来的。
1,质量真的很不错，第二次购买了。嘿嘿，面料柔软，微弹性，穿着很舒服，帅。再来一套和之前的换着穿！非常满意 很好
1,质量很好，没有色差，面料穿上很舒服
1,衣服质量很好，做工精细，面料手感柔软颜色没有色差，穿着合身很漂亮
1,物流很快 衣服质量很好 面料不错 穿着很舒服 大小合适 款式好看 非常喜欢
0,物流慢，掉色，掉色掉色，重要的事情说三遍
1,裤子版型很好，穿上很舒服，没有线头或开线的地方，非常值得购买的一件宝贝！！！好评
1,收到裤子很惊喜，裤子质量很好穿上也很舒服，客服也很有耐心，同学看了都说好，给你个赞，下次买裤子就来这家了
1,给男朋友买的裤子， 他非常喜欢，比他之前买的真的好太多。很修身，很好看，有喜欢的赶紧入手吧，真的是不错，店家也很好。
1,质量非常好，很适合很修身，没有色差，会回来购买第二次！
1,质量不错 款式很好 做工细致 穿上合适
1,质量不错，面料摸着很舒服，颜色无色差，卖家服务态度也挺好的！
1,刚收到货，很好，物超所值，以后还会来的！
1,宝贝收到了，质量不错，没有色差。很合适
1,颜色不错面料不错老公很喜欢图案不错
1,挺好的，第二次买了，颜色和裤型都不错，店家还送了两双袜子，赞一个。
1,这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤这款裤子不错，平时我出入各种场合都喜欢穿你们店里这款裤子，穿着舒服面料也好子，穿着舒服面料也好
1,"质量非常好，与卖家描述的一致，非常满意,真的很喜欢，发货速度非常快，物流公司服务态度很好，运送速度很快，很满意的一次购物"
1,面料偏薄了点，弹性很小有点小失望，价格还可以，总体满意
0,真心不行，掉色，真生气
1,质量不错 款式很好 做工细致 穿上合适 卖家发货很快 值得推荐！！
1,裤子收到很喜欢哦，正是我想要的，给朋友也介绍介绍这家店
1,棉的质量一般，可以当打底衫。
1,裤子很好看 质量也很好很有弹性 是我想要的那种 穿上去太有型了 太帅了 喜欢的就快下手吧 哈哈哈
1,面料特别好，，上身效果也好，老公特别喜欢
1,质量很好！质量很好！质量很好！
1,裤子质量真心不错，价格美丽！老公很喜欢，下次还会来光顾！
0,好可惜，没有穿上，尺码偏小，不合适。
1,裤子质量很好，夏天穿很舒服哦，并且卖家发货速超级快\n\n\n\n\n\n，最重要的是它不起球，下次还在这里买
1,刚开始还很担心，到手后发现质感，版型都超棒，太划算了，绝对正品客服态度热情周到，大家放心购买吧
1,好、好、挺好的就是物流太**了
1,质量和做工还可以，就是颜色不是很满意。
1,质量好，发货快，态度很好，相信京东品质。
1,还行吧，就是布料不怎么样，还算可以。
1,给男朋友买的，事先不知道他穿多大号，问了问客服 推荐的刚刚好，男友穿上也很好，很修身。快递也很快，总体来说都是棒棒的！
1,裤子的大小很好。很合适。料子也很舒服，我很喜欢，以后还会再来买的！
1,裤子下午收到了，非常不错，很合身，客服解答很热情，下次还来?
1,质量很不错，大小刚好，挺喜欢的
1,裤子和图片颜色没有差距，老公试了一下非常合身，赞一个！！！！！！下次就来这家逛了
1,真心不错，价格便宜，质量很好，值得大家购买，！！！！
1,做打底衫用的，棉料的很不错。
1,裤子质量很好，穿起来很修身，上班穿起来靓靓的很舒服!
1,衣服收到了，老公试了很合身。质量很好！中间快递那出了小插曲丢件了，店家知道马上补发还是顺丰包邮的。
1,不错。这价能买到这样的质量真心不错
1,质量不错，下次有机会再来买。
1,宝贝尺码准，大小合适。款式很喜欢。面料不错，穿着舒服。赞
1,裤子韧性非常好，还比较修身，布料摸起来也很舒服！
1,裤子非常修身，上身效果很好，便宜有实惠，真的很不错，朋友看了都说不错，已经介绍他们来看了！
1,做工精致，穿上很舒服，我很喜欢
1,还可以 裤子我穿上大小合适 穿上很舒服 样式不错
0,一般般，不怎么喜欢。
1,买给我男朋友的，他说裤子很好，质量特别好，穿起来很舒服，没有束缚感
1,外套样式不错穿上很舒适的显年轻，大小合适面料不错做工没的挑
1,码不准，大了，之前不会啊，不知道是怎么回事
1,裤子很不错，很合身，卖家服务态度也好，物流也快，值得来
0,太差了.尺码太大.买了只敢穿一次.亏大了
0,真的很失望，买过来的裤子上面全是毛，我直接扔进垃圾桶了！
1,已经多次在班尼路买过很多件衣服了给我的感觉还是可以的，从客服态度上还是从那个商品包装上都是比较让人满意的
1,衣服尺码合适，。穿上很舒服，很满意，质量不错。
0,不行，穿了两次，拉链就掉了，尴尬的不行
1,帅气很好看，穿上去感觉棒棒的，感觉自己又帅了一个层次，价格又不贵，很满意的一次购
1,衣服收到，质量不错，穿上正好很舒服，
1,这件衣服质量真心不错，衣服料子好，做工精细，很值得拥有的衣服，服务态度也超好的
1,裤子穿着很舒服，牛仔裤，样式也挺时尚。尺码也非常合适，宝贝真心不错哟！下次还来这个店哟
1,店已经收藏了很久，不过是第一次下手。应该说还不错。 第二次来买了，货比我想像中要好！！老板人表扬下。。 包装看起来很好，包得很用心，相信货一定很好，谢谢了！
0,收到的直接就是开线的，以后再也不来了
1,裤子很好噢，和实体店里的一样
1,裤子还不错。穿上挺合适的。嗯，这个价格还不错。好评。
1,质量和做工还行，稍微有点薄。
1,货到很快，这个裤子很值，真心的物美价廉，甚至可以说超值，面料也很好，准备再买一条。追求经济实惠和时尚的淘友果断拍吧！
1,衣服面料做工比较不错，挺喜欢的穿着还挺舒服，做工扎实领口，做工都比较细致非常满意.
1,第一次买东西，看见这条裤子就很喜欢，今天收到了，真的是货真价实啊！穿起来也很舒服，颜色也不错，店主服务态度也超赞！
1,裤子收到了，还不错穿上很合身舒服。店家的服务态度也很好不错，下次还选这一家
1,布料不错，不过是那种修身的，腿粗的穿着感觉比较紧
1,裤子质量很好，穿上很舒服，洗了之后不掉色。卖家很热情，推荐的尺码也刚好。物流速度也挺快的，很愉快的一次购物，会再次光临的！
1,感觉宝贝很好！价格也实惠；物美价廉。老板的服务态度很不错，给个好评！以后有需要的话还会来这家店铺买东西的。
1,穿上很舒服 大小合适 面料不错料不错
1,裤子颜色没有色差，很喜欢这个颜色，特别的是穿上很合适！！刚买完我还怕穿上不合身呢，但穿上之后意外的合适！
1,东西很好哦，买给男朋友的，穿上非常帅，之前也是在她家买的裤子，质量很好，性价比很高，下次还来你家
0,送货速度太慢了 态度也不好
1,三天就收到货了 速度很给力 喜欢
1,老公很喜欢 下次还会再来的哦
1,没色差，大小合适，穿着挺舒服的
1,"裤子已收到,嗯试穿了一下还挺舒服的,面料棉棉的挺软的,大小长短很合适,价格也比实体店那划算多了非常满意的一次购物,客服，物流服务态度都很好也很快,好评！"
1,手感不错 料子不错 样式不错
1,刚刚拿到衣服，很好，质量 手感 都挺不错的，穿的也挺舒服的
1,很好，指的信赖，下次有机会还买！
1,"不错的休闲裤，大小合适，尺码挺标准的，穿起来舒服,好评."
1,裤子没有色差，尺码也正好，而且还有弹力，真心不错！
1,衣服很合身，不错的一次购买体验。
1,裤子很好，质量也不错，没有色差，穿着很舒服，也不会掉色，棒棒哒
1,给男票买的裤子！很不错！质量挺好的！搭配起来酷酷的哈哈哈！
1,网上买东西最重视的是诚信，你做到了 哈哈
0,不好！是破的！别上这家
1,好好好，很好，一次买了四件，很好，
1,不错，穿上很舒服，老公很喜欢
1,之前买了一条，价格比较合适，谁知道效果真的不错，洗了好几次没有掉颜色和变形，这次买了两条，送给兄弟一条。花花公子毕竟是名牌。你值得拥有。划算，超值！
1,京东物流就是快，产品也非常好，就这么简单，就这么信赖
1,快递哥送到家，试穿了一下，袖子短了点，衣服料子一般，既然买了就穿了，还是可以穿的
1,发货超级快，很不错的裤子，质量很好，颜色也很正物美价廉。好评！
0,买了这么多年衣服都是l码修身，自己本身也比较壮，这次回来衣服大好多，而且面料并不是纯棉，穿着并不舒服。很失败
1,衣服质量做工包装挺好的，就是尺寸大了
1,买3条、这款厚点、不是超薄款、想要超薄款啊，但质量不错，就留着穿吧，
0,"线头一大堆,居然商标都没有，最差劲的一次购物"
1,裤子总体来说还不不错吧，尺码也合身。全5星给店家。
1,到了，第五次买了买给哥哥的，大小刚刚合穿，下次还会来哦
1,料子特别舒服，颜色我也很喜欢
1,没色差，款式也不错，穿上很舒服
1,穿着也很舒服 很喜欢这个颜色和款式 满意哦 好评
1,裤子很好看，穿着也挺舒服的，快递速度也还蛮快，很满意的一次购物，下次还会光临。
